Twin 1,Twin 2
166032778125475916356887210413871028740770983354331929863216397586191588900516209451027871183643644999,166032778125475916356887210413871028740770983354331929863216397586191588900516209451027871183643645001
181495679047798585717600847202033133814469616485463157802482873330154765614537623051233954700032179999,181495679047798585717600847202033133814469616485463157802482873330154765614537623051233954700032180001
190908452886800883110392443498377737513592871598537713491376812614732820371572846917028820681465735199,190908452886800883110392443498377737513592871598537713491376812614732820371572846917028820681465735201
213163551456416922284555522433647258196496381690898528464280769068635558491371518317676153469277196799,213163551456416922284555522433647258196496381690898528464280769068635558491371518317676153469277196801
217186394692346752453509418806094877430912840140875496768337081281038299264998012123008175629411124999,217186394692346752453509418806094877430912840140875496768337081281038299264998012123008175629411125001
219693576177372425020520998991929534097865420228087383875588771287193404190626352096297122552054044999,219693576177372425020520998991929534097865420228087383875588771287193404190626352096297122552054045001
223143326806311017104228697428020461689544225195145203965906586843374925033392875829478750696856577799,223143326806311017104228697428020461689544225195145203965906586843374925033392875829478750696856577801
231756136690920108031800300423942335911218264925443362989264673652085043298997582395203906325251992199,231756136690920108031800300423942335911218264925443362989264673652085043298997582395203906325251992201
234930471555240987768070706323179684602435910242497649470254780096170446760153281339852363695548711249,234930471555240987768070706323179684602435910242497649470254780096170446760153281339852363695548711251
247598981722792040900247937437540288345672803754869792615336687067354006179115830155637601059293552199,247598981722792040900247937437540288345672803754869792615336687067354006179115830155637601059293552201
289160880517219531601256546555450157841246162457408386790967428504634336650694033324513789194246688199,289160880517219531601256546555450157841246162457408386790967428504634336650694033324513789194246688201
292463552058543718122361548086390281640985802588109052508389627673249694550175774029950239686950651249,292463552058543718122361548086390281640985802588109052508389627673249694550175774029950239686950651251
292898873584107286119577819871310956174464427038832700396079153533428877904694485225886291848468938449,292898873584107286119577819871310956174464427038832700396079153533428877904694485225886291848468938451
294958932544474501598885048299410973612989776168418334804275067047802019758474234555903570035534160199,294958932544474501598885048299410973612989776168418334804275067047802019758474234555903570035534160201
300422373964481983461155333092697347401380496519151893229476358568308607083736335002080931561719344199,300422373964481983461155333092697347401380496519151893229476358568308607083736335002080931561719344201
303936415333377639285155930699084411768363540440562268256107876445636722394332143553025728870944861249,303936415333377639285155930699084411768363540440562268256107876445636722394332143553025728870944861251
309979578023684051051502939023719039096641827958376685264515824877226969059858254565288921553336944049,309979578023684051051502939023719039096641827958376685264515824877226969059858254565288921553336944051
312748408356979323533053563080776623500514489802860715346405397044695150941597137457131772906352019999,312748408356979323533053563080776623500514489802860715346405397044695150941597137457131772906352020001
357306359549743639031132192235402825247620462316539014395741656196171585196561167823456492680843272449,357306359549743639031132192235402825247620462316539014395741656196171585196561167823456492680843272451
358643682879712696963416704797462886017208113037376089839845618377041182053113443536930877568961112449,358643682879712696963416704797462886017208113037376089839845618377041182053113443536930877568961112451
377244003886197816696399488388666114501862862075776812468601379561808876976447388456190338948399602049,377244003886197816696399488388666114501862862075776812468601379561808876976447388456190338948399602051
412948787704553738476508298930726606344251549963349959566340869741865717178717272272366728588203124999,412948787704553738476508298930726606344251549963349959566340869741865717178717272272366728588203125001
427115692524633878013580768630396407031701242794773207891528683609637911023623223069773230934469186049,427115692524633878013580768630396407031701242794773207891528683609637911023623223069773230934469186051
438852205037237248204766880106953366451334324266978479812509363357060446287807363287835959664306272199,438852205037237248204766880106953366451334324266978479812509363357060446287807363287835959664306272201
442145532101736964739483115378568635433144209683437313245447656179056338803396039974688718848377780049,442145532101736964739483115378568635433144209683437313245447656179056338803396039974688718848377780051
459069390816753132718519289144028353248385184490495316787963909746811795202308521340917782246717368449,459069390816753132718519289144028353248385184490495316787963909746811795202308521340917782246717368451
481229213592271088661594383183845220057609595311069956300404684002678543906189379778348538312290144799,481229213592271088661594383183845220057609595311069956300404684002678543906189379778348538312290144801
496513073159586158926278905711928863521155099341604537660181104071686394000710085219665825957960031249,496513073159586158926278905711928863521155099341604537660181104071686394000710085219665825957960031251
